iter	RMSE
1666	10.86916735
1667	10.86894249
1668	10.86862241
1669	10.86836504
1670	10.86773337
1671	10.86768862
1672	10.86733118
1673	10.86726319
1674	10.86703222
1675	10.86648755
1676	10.86628076
1677	10.86594722
1678	10.86510624
1679	10.86496572
1680	10.86460381
1681	10.86449075
1682	10.86429502
1683	10.86399527
1684	10.8622188
1685	10.86215579
1686	10.86091356
1687	10.8604611
1688	10.86027215
1689	10.85990557
1690	10.85954155
1691	10.85903257
1692	10.8586922
1693	10.85809475
1694	10.85761872
1695	10.85626321
1696	10.85611609
1697	10.85535264
1698	10.85521763
1699	10.85502304
1700	10.85493624
1701	10.85478492
1702	10.85394057
1703	10.85372791
1704	10.8527634
1705	10.8526358
1706	10.85240666
1707	10.85195492
1708	10.85158161
1709	10.85041129
1710	10.85009242
1711	10.84997893
1712	10.84917103
1713	10.84911209
1714	10.84897636
1715	10.84880298
1716	10.8487221
1717	10.84713708
1718	10.84589023
1719	10.84543759
1720	10.84539773
1721	10.845305
1722	10.84479661
1723	10.84326741
1724	10.84314349
1725	10.84279523
1726	10.84158129
1727	10.84030277
1728	10.8401576
1729	10.83974645
1730	10.83965305
1731	10.83955829
1732	10.83884408
1733	10.83806985
1734	10.83796092
1735	10.83762658
1736	10.83680488
1737	10.83613728
1738	10.83558201
1739	10.83484119
1740	10.83448604
1741	10.83401742
1742	10.83288658
1743	10.83258372
1744	10.8317754
1745	10.83165824
1746	10.83159767
1747	10.83154351
1748	10.83075578
1749	10.83053784
1750	10.82981976
1751	10.82980142
1752	10.82914209
1753	10.82848967
1754	10.8284153
1755	10.82819709
1756	10.82717776
1757	10.82665927
1758	10.8262294
1759	10.82601156
1760	10.82566183
1761	10.82558195
1762	10.82547399
1763	10.8252448
1764	10.82505043
1765	10.82478993
1766	10.8246131
1767	10.82423036
1768	10.82402766
1769	10.822635
1770	10.82225949
1771	10.82187164
1772	10.82076777
1773	10.82011375
1774	10.8196849
1775	10.81901635
1776	10.81900746
1777	10.81895366
1778	10.81853712
1779	10.81793629
1780	10.81765634
1781	10.81746708
1782	10.81631488
1783	10.81592984
1784	10.81556121
1785	10.81488767
1786	10.81444904
1787	10.81316177
1788	10.81309678
1789	10.81196607
1790	10.81116904
1791	10.81061924
1792	10.81009853
1793	10.81003764
1794	10.80981955
1795	10.80971055
1796	10.80944244
1797	10.8088881
1798	10.80795613
1799	10.80774327
1800	10.80704933
1801	10.80645624
1802	10.80567963
1803	10.80550179
1804	10.80507372
1805	10.80482146
1806	10.80304629
1807	10.80241703
1808	10.8022765
1809	10.80200426
1810	10.80186018
1811	10.80101759
1812	10.80065512
1813	10.80033059
1814	10.79984152
1815	10.79973983
1816	10.79967114
1817	10.79947199
1818	10.79874029
1819	10.7985533
1820	10.79833403
1821	10.79790484
1822	10.79676766
1823	10.79669854
1824	10.79646563
1825	10.79588265
1826	10.79450951
1827	10.79409688
1828	10.79360502
1829	10.79350242
1830	10.79300387
1831	10.79241482
1832	10.79217885
1833	10.79204342
1834	10.79187198
1835	10.79129663
1836	10.7910855
1837	10.79001069
1838	10.78984039
1839	10.78956316
1840	10.78939261
1841	10.78916893
1842	10.78837145
1843	10.78814557
1844	10.78797352
1845	10.78676318
1846	10.7860701
1847	10.78459492
1848	10.7843499
1849	10.78378532
1850	10.78295185
1851	10.78291381
1852	10.78157319
1853	10.78071166
1854	10.7793086
1855	10.77912116
1856	10.77903525
1857	10.77851827
1858	10.77747293
1859	10.77742932
1860	10.77643921
1861	10.7763147
1862	10.77623103
1863	10.77560845
1864	10.77538633
1865	10.77515265
1866	10.77511441
1867	10.77461828
1868	10.77437736
1869	10.77402096
1870	10.77259477
1871	10.77203045
1872	10.77190447
1873	10.77176511
1874	10.77159769
1875	10.77154092
1876	10.77139256
1877	10.77085338
1878	10.76989523
1879	10.7683899
1880	10.76802254
1881	10.76765952
1882	10.76668786
1883	10.76604522
1884	10.76497636
1885	10.76366315
1886	10.76356848
1887	10.76302717
1888	10.76289091
1889	10.76255485
1890	10.7621674
1891	10.76200952
1892	10.76127048
1893	10.76101191
1894	10.76000103
1895	10.75981574
1896	10.7591885
1897	10.75856042
1898	10.75774918
1899	10.75645564
1900	10.75586239
1901	10.75562453
1902	10.75520026
1903	10.75486836
1904	10.75425734
1905	10.75398276
1906	10.75389611
1907	10.75375793
1908	10.75368009
1909	10.75348494
1910	10.7527616
1911	10.75186379
1912	10.75133015
1913	10.75107849
1914	10.75064215
1915	10.75046519
1916	10.75022382
1917	10.74900534
1918	10.74879223
1919	10.74831932
1920	10.74814184
1921	10.7470515
1922	10.7461805
1923	10.7458764
1924	10.7456312
1925	10.74460144
1926	10.74437388
1927	10.74382448
1928	10.74351578
1929	10.74314417
1930	10.74298021
1931	10.7429351
1932	10.74286396
1933	10.7415259
1934	10.74124673
1935	10.74061517
1936	10.74043627
1937	10.74031006
1938	10.73979317
1939	10.73856868
1940	10.73810552
1941	10.73775987
1942	10.73740528
1943	10.73724327
1944	10.73676241
1945	10.7363544
1946	10.73618689
1947	10.73583986
1948	10.73550817
1949	10.73452623
1950	10.73436721
1951	10.73416201
1952	10.73407263
1953	10.73404682
1954	10.73388948
1955	10.73325659
1956	10.73319752
1957	10.73198877
1958	10.73162889
1959	10.73142533
1960	10.73114481
1961	10.7308642
1962	10.73048777
1963	10.72975033
1964	10.72958872
1965	10.7292309
1966	10.72820198
1967	10.72793391
1968	10.72691368
1969	10.72647835
1970	10.72489488
1971	10.72437648
1972	10.72415608
1973	10.72374365
1974	10.72285641
1975	10.72257846
1976	10.72225525
1977	10.72181094
1978	10.72147153
1979	10.72097971
1980	10.72068744
1981	10.71984324
1982	10.718969
1983	10.71846302
1984	10.71761665
1985	10.7175043
1986	10.71734415
1987	10.71700332
1988	10.71661808
1989	10.71639385
1990	10.71540526
1991	10.71508365
1992	10.7147937
1993	10.71403554
1994	10.71312809
1995	10.71255856
1996	10.71162873
1997	10.71123244
1998	10.71061279
1999	10.70953847
