iter	RMSE
130	12.66301156
131	12.65411239
132	12.64612556
133	12.6347356
134	12.63145392
135	12.61686123
136	12.61266378
137	12.60014496
138	12.59537483
139	12.58772364
140	12.5829162
141	12.57587419
142	12.56941694
143	12.56399833
144	12.55573444
145	12.54834586
146	12.543122
147	12.53818264
148	12.53084006
149	12.51826246
150	12.51013294
151	12.50439135
152	12.49869322
153	12.4883913
154	12.48604608
155	12.48124495
156	12.47225128
157	12.46788904
158	12.46194695
159	12.45575763
160	12.45187905
161	12.44819453
162	12.44614732
163	12.44230275
164	12.43791473
165	12.43448746
166	12.42985523
167	12.42818522
168	12.41901152
169	12.41490493
170	12.4046415
171	12.40072972
172	12.39537694
173	12.39017077
174	12.38768453
175	12.38290315
176	12.37457231
177	12.37349705
178	12.36772467
179	12.36530702
180	12.36245612
181	12.35697048
182	12.35562546
183	12.35318096
184	12.34821418
185	12.34453714
186	12.34453485
187	12.33792788
188	12.33243446
189	12.32747998
190	12.32462542
191	12.31650141
192	12.31232934
193	12.30595449
194	12.30594471
195	12.30247119
196	12.29886603
197	12.29521312
198	12.29117965
199	12.28591402
200	12.28150248
201	12.27692118
202	12.27562459
203	12.27348965
204	12.26911649
205	12.26599181
206	12.26224277
207	12.26192858
208	12.25910972
209	12.25584505
210	12.25145557
211	12.24667449
212	12.24261142
213	12.23829036
214	12.23503594
215	12.22976661
216	12.22854036
217	12.22666468
218	12.22576399
219	12.22177279
220	12.21860895
221	12.2167177
222	12.21243567
223	12.21243348
224	12.21102301
225	12.21061481
226	12.21039019
227	12.20940612
228	12.20692817
229	12.202978
230	12.20207582
231	12.19832652
232	12.19433638
233	12.1941677
234	12.19400762
235	12.1933626
236	12.19106312
237	12.18888506
238	12.18721091
239	12.18164272
240	12.17656956
241	12.17633847
242	12.17609117
243	12.17468155
244	12.17269981
245	12.17086506
246	12.16927331
247	12.16725976
248	12.16478696
249	12.16325933
250	12.1631207
251	12.16206455
252	12.16025032
253	12.15560274
254	12.15456337
255	12.15114979
256	12.14912521
257	12.14849101
258	12.14265912
259	12.14089599
260	12.13951644
261	12.13838472
262	12.13226757
263	12.13200332
264	12.13161434
265	12.13010925
266	12.12952609
267	12.12935751
268	12.12801164
269	12.12794181
270	12.12771732
271	12.12606757
272	12.12476299
273	12.1233313
274	12.12293986
275	12.11928896
276	12.11865209
277	12.11515713
278	12.11412929
279	12.11384784
280	12.11129348
281	12.11099417
282	12.108507
283	12.10534311
284	12.10180727
285	12.09992731
286	12.09900006
287	12.09484114
288	12.09390118
289	12.09094949
290	12.08686333
291	12.08039711
292	12.07768443
293	12.07726587
294	12.07578365
295	12.07248296
296	12.0716896
297	12.0690566
298	12.06767754
299	12.06548853
300	12.06405662
301	12.06028304
302	12.05895347
303	12.05700247
304	12.05274482
305	12.05259441
306	12.05119807
307	12.04852891
308	12.04712017
309	12.04651209
310	12.04607904
311	12.04184461
312	12.04129656
313	12.04079271
314	12.0392689
315	12.03729144
316	12.03398841
317	12.02742246
318	12.02615072
319	12.02557038
320	12.02350686
321	12.02318797
322	12.01968708
323	12.01843051
324	12.01834711
325	12.01822081
326	12.0134488
327	12.01178455
328	12.01095642
329	12.0108888
330	12.00970889
331	12.00573909
332	12.00424111
333	12.00165104
334	12.0008965
335	12.00034459
336	11.99934946
337	11.99878466
338	11.99777896
339	11.99466472
340	11.99367439
341	11.99355881
342	11.99065572
343	11.9906152
344	11.9889267
345	11.98858556
346	11.98826024
347	11.98724642
348	11.98390339
349	11.97930287
350	11.97760368
351	11.97709034
352	11.97637828
353	11.97482501
354	11.97377163
355	11.9699015
356	11.96789301
357	11.96633818
358	11.96630441
359	11.96376281
360	11.96116108
361	11.96101126
362	11.95953821
363	11.9594414
364	11.95922136
365	11.95897589
366	11.95798641
367	11.95641698
368	11.95631287
369	11.95304373
370	11.95232341
371	11.95208462
372	11.95188287
373	11.95149496
374	11.95143878
375	11.94892953
376	11.94742978
377	11.9465378
378	11.94596731
379	11.94338284
380	11.94232695
381	11.94230702
382	11.939409
383	11.93876621
384	11.93557267
385	11.93450686
386	11.93217529
387	11.93047123
388	11.93029481
389	11.93023856
390	11.92935641
391	11.92896574
392	11.92752192
393	11.92698684
394	11.926962
395	11.92637758
396	11.92503106
397	11.92275497
398	11.92209983
399	11.92102813
400	11.92089347
401	11.91863166
402	11.9159764
403	11.9157792
404	11.91324575
405	11.91215836
406	11.91132805
407	11.91100793
408	11.90935345
409	11.90922614
410	11.90892434
411	11.90674273
412	11.90585239
413	11.90530706
414	11.90180496
415	11.89889705
416	11.89779937
417	11.89742033
418	11.89666695
419	11.89245802
420	11.89189883
421	11.88869647
422	11.8884052
423	11.88764241
424	11.8865821
425	11.88649954
426	11.88188305
427	11.88050973
428	11.8790716
429	11.87599315
430	11.87524845
431	11.87519678
432	11.87387433
433	11.87132098
434	11.87003459
435	11.86914562
436	11.86895275
437	11.86876733
438	11.86761755
439	11.86701438
440	11.86689456
441	11.86442883
442	11.86369125
443	11.86003772
444	11.85931953
445	11.85894676
446	11.85477788
447	11.85397809
448	11.85222051
449	11.8517684
450	11.85035886
451	11.84919736
452	11.84815289
453	11.84741132
454	11.84667791
455	11.84567021
456	11.84451906
457	11.84293996
458	11.84194877
459	11.84123236
460	11.84114795
461	11.84067811
462	11.84056419
463	11.83810898
464	11.83557453
465	11.8332485
466	11.83322318
467	11.83188585
468	11.83143258
469	11.83074817
470	11.82972484
471	11.82968199
472	11.82912043
473	11.82700538
474	11.82427438
475	11.82371527
476	11.82315002
477	11.8210854
478	11.82078537
479	11.8202002
480	11.81955845
481	11.81712586
482	11.81538041
483	11.81393959
484	11.80966461
485	11.8081827
486	11.80731518
487	11.80419179
488	11.80378206
489	11.80012424
490	11.80008336
491	11.79901653
492	11.79871707
493	11.79638008
494	11.79295279
495	11.79279366
496	11.78859191
497	11.7875914
498	11.78527402
499	11.78526231
500	11.78353388
501	11.78273694
502	11.78256026
503	11.78028006
504	11.77822504
505	11.77750706
506	11.77429281
507	11.77355652
508	11.7735188
509	11.77289291
510	11.77178055
511	11.77107449
512	11.77092273
513	11.76879377
514	11.76825434
515	11.76735124
516	11.76551559
517	11.76317969
518	11.7619447
519	11.76190829
520	11.76185407
521	11.76184127
522	11.76134257
523	11.76082968
524	11.75560195
525	11.7551826
526	11.75431238
527	11.75177383
528	11.75103857
529	11.7509034
530	11.75045299
531	11.74961138
532	11.74902168
533	11.74583974
534	11.74539375
535	11.74007311
536	11.73715123
537	11.73546571
538	11.73428799
539	11.73332283
540	11.73326131
541	11.73292043
542	11.73105365
543	11.73013007
544	11.72971202
545	11.72862949
546	11.7285923
547	11.72856126
548	11.72831501
549	11.72800953
550	11.72767475
551	11.72390837
552	11.7237508
553	11.72372146
554	11.72100816
555	11.72064857
556	11.71933793
557	11.71787083
558	11.71497043
559	11.7143212
560	11.71387114
561	11.713728
562	11.71190358
563	11.71119571
564	11.71116476
565	11.70948005
566	11.70464347
567	11.70428019
568	11.70281429
569	11.70127315
570	11.69930752
571	11.69788026
572	11.69698714
573	11.69659277
574	11.69618702
575	11.69505423
576	11.6930109
577	11.69268488
578	11.69223087
579	11.69133608
580	11.69097442
581	11.68944684
582	11.68526203
583	11.68523416
584	11.68461191
585	11.68351508
586	11.68318858
587	11.67947219
588	11.67801147
589	11.67651554
590	11.67460732
591	11.67288957
592	11.67280351
593	11.6694422
594	11.66869519
595	11.66814331
596	11.66811742
597	11.66446109
598	11.6644369
599	11.66424576
600	11.66347521
601	11.66277092
602	11.6606753
603	11.65918907
604	11.65819296
605	11.65307939
606	11.65250659
607	11.64915164
608	11.64879619
609	11.64809867
610	11.64671636
611	11.64626028
612	11.64559261
613	11.64378901
614	11.64300184
615	11.64227636
616	11.63952587
617	11.6388785
618	11.63885487
619	11.63419782
620	11.63348633
621	11.63338586
622	11.63256337
623	11.62890164
624	11.62782737
625	11.62258269
626	11.62165585
627	11.61980403
628	11.61734773
629	11.61598014
630	11.61318738
631	11.61232162
632	11.61195039
633	11.61054413
634	11.61036729
635	11.61004664
636	11.60932523
637	11.60916002
638	11.60870743
639	11.60714947
640	11.60452127
641	11.60390675
642	11.60348986
643	11.60324552
644	11.60035716
645	11.59878149
646	11.59763691
647	11.597292
648	11.59692181
649	11.59527402
650	11.59469942
651	11.59443777
652	11.5902924
653	11.58962587
654	11.58672535
655	11.58415228
656	11.58277134
657	11.58006942
658	11.57990696
659	11.57975793
660	11.57964004
661	11.57649275
662	11.57542353
663	11.57457444
664	11.57381387
665	11.5727769
666	11.56898812
667	11.56887098
668	11.56855076
669	11.56760416
670	11.56668663
671	11.5656485
672	11.56356266
673	11.56172661
674	11.56155384
675	11.56036699
676	11.55882641
677	11.55759187
678	11.55545889
679	11.55501461
680	11.55269401
681	11.55184088
682	11.55171691
683	11.55125195
684	11.55118394
685	11.55002044
686	11.54860047
687	11.54792084
688	11.54669593
689	11.54466964
690	11.54417349
691	11.54318974
692	11.54119347
693	11.54053516
694	11.54021786
695	11.54013026
696	11.53898369
697	11.53838128
698	11.53755646
699	11.53725314
700	11.53679042
701	11.53550217
702	11.5349556
703	11.53472754
704	11.52873132
705	11.52803149
706	11.52720736
707	11.52652336
708	11.52632135
709	11.52507232
710	11.52504812
711	11.52488832
712	11.52485178
713	11.52430095
714	11.52421906
715	11.52174255
716	11.52001115
717	11.51945484
718	11.51895893
719	11.51598155
720	11.51544762
721	11.51308197
722	11.51283438
723	11.51270454
724	11.51202635
725	11.51127223
726	11.51123762
727	11.5106402
728	11.50922771
729	11.50772866
730	11.5068657
731	11.50619531
732	11.50328732
733	11.49905562
734	11.49704502
735	11.49604878
736	11.49125698
737	11.49098149
738	11.48826249
739	11.48795991
740	11.48753833
741	11.48700361
742	11.48596485
743	11.48310395
744	11.48244857
745	11.48194634
746	11.47936683
747	11.47916521
748	11.47848527
749	11.47810648
750	11.47417724
751	11.47349619
752	11.4733187
753	11.47173999
754	11.47008958
755	11.46891947
756	11.46848287
757	11.46698002
758	11.46647727
759	11.46618835
760	11.46551648
761	11.46508043
762	11.46390208
763	11.46320119
764	11.46231659
765	11.46197608
766	11.46073093
767	11.45904835
768	11.45686056
769	11.45650593
770	11.45454796
771	11.45441056
772	11.453815
773	11.45250868
774	11.45170036
775	11.45144885
776	11.45031707
777	11.44986646
778	11.44871867
779	11.44806295
780	11.44781405
781	11.44667615
782	11.44561933
783	11.4426876
784	11.44070661
785	11.43865701
786	11.4377091
787	11.43702165
788	11.43689182
789	11.43648203
790	11.43577821
791	11.43406637
792	11.43367555
793	11.43251052
794	11.4305508
795	11.43046775
796	11.43003215
797	11.42890633
798	11.42816114
799	11.4273094
800	11.42687234
801	11.42683613
802	11.42656636
803	11.42342085
804	11.42291742
805	11.42233288
806	11.42071368
807	11.42065468
808	11.41976703
809	11.41870705
810	11.41716431
811	11.41657421
812	11.41615851
813	11.41555605
814	11.41542773
815	11.41411437
816	11.41346629
817	11.41262359
818	11.41159048
819	11.41122645
820	11.41082163
821	11.41003585
822	11.40926983
823	11.40896463
824	11.40751889
825	11.40682228
826	11.40477361
827	11.40285217
828	11.40266877
829	11.40061104
830	11.40007236
831	11.39912764
832	11.39780625
833	11.39745076
834	11.39422024
835	11.39403753
836	11.39191707
837	11.39040826
838	11.38977622
839	11.3893347
840	11.38746648
841	11.38716347
842	11.38642723
843	11.38598398
844	11.38560477
845	11.38558856
846	11.38555478
847	11.3845324
848	11.38217835
849	11.38163224
850	11.38100234
851	11.38098767
852	11.38056088
853	11.38024395
854	11.37983356
855	11.37872346
856	11.37812126
857	11.37735342
858	11.3773399
859	11.37694649
860	11.37591685
861	11.37515023
862	11.37460609
863	11.37244118
864	11.37172398
865	11.37139476
866	11.36942622
867	11.36934515
868	11.36857053
869	11.36825726
870	11.36694665
871	11.3663197
872	11.36630695
873	11.36600922
874	11.36471736
875	11.36423017
876	11.36371463
877	11.36294291
878	11.36195781
879	11.36185719
880	11.36164034
881	11.36042744
882	11.3590063
883	11.3583139
884	11.35672132
885	11.35571626
886	11.35537424
887	11.35403987
888	11.35307867
889	11.35237917
890	11.35189561
891	11.35124079
892	11.35089291
893	11.35018415
894	11.3496921
895	11.34935484
896	11.34923182
897	11.34885618
898	11.34841547
899	11.34804413
900	11.34767525
901	11.34624879
902	11.34575361
903	11.34534006
904	11.34489472
905	11.34331568
906	11.3429675
907	11.34207605
908	11.34152178
909	11.34101797
910	11.34041817
911	11.34037482
912	11.33953745
913	11.33530663
914	11.33471311
915	11.3330388
916	11.33202582
917	11.33159245
918	11.33006404
919	11.32931709
920	11.32910273
921	11.32862853
922	11.32830412
923	11.3275911
924	11.32751151
925	11.32704625
926	11.3236818
927	11.32305221
928	11.32189472
929	11.32162006
930	11.32102441
931	11.32094843
932	11.31987752
933	11.31936224
934	11.3183818
935	11.31823047
936	11.31743346
937	11.3174036
938	11.31674213
939	11.31640829
940	11.31547691
941	11.31496827
942	11.31483575
943	11.31459968
944	11.31346288
945	11.31259478
946	11.31209641
947	11.3118307
948	11.3113934
949	11.31118383
950	11.31031782
951	11.30948389
952	11.30910168
953	11.30865598
954	11.30810829
955	11.30766828
956	11.30675702
957	11.306002
958	11.30493284
959	11.30441203
960	11.30380746
961	11.30111264
962	11.30081304
963	11.30009728
964	11.29533751
965	11.29510402
966	11.29374932
967	11.29211372
968	11.29039542
969	11.29022191
970	11.28625121
971	11.28564332
972	11.28544668
973	11.28466467
974	11.28404686
975	11.28302572
976	11.28254732
977	11.28206389
978	11.28196233
979	11.28065051
980	11.27880003
981	11.27877084
982	11.27780569
983	11.2759455
984	11.27534725
985	11.27462694
986	11.27427129
987	11.27394223
988	11.27349312
989	11.27305373
990	11.27254632
991	11.27236309
992	11.27229125
993	11.27043525
994	11.26994291
995	11.26695854
996	11.26628978
997	11.26599497
998	11.26242421
999	11.2621188
1000	11.26180083
1001	11.26154767
1002	11.26099361
1003	11.26025808
1004	11.25932243
1005	11.25750457
1006	11.25519828
1007	11.25509034
1008	11.25282078
1009	11.25226983
1010	11.25191506
1011	11.25029619
1012	11.25001504
1013	11.2491582
1014	11.24868558
1015	11.24826705
1016	11.24804951
1017	11.24758375
1018	11.24742073
1019	11.24644127
1020	11.24565066
1021	11.24517197
1022	11.2446923
1023	11.24461831
1024	11.24447564
1025	11.24403298
1026	11.24392733
1027	11.2432088
1028	11.24306954
1029	11.24266917
1030	11.24217773
1031	11.2419089
1032	11.24158764
1033	11.24117586
1034	11.24103563
1035	11.23761559
1036	11.23654701
1037	11.23588361
1038	11.23574935
1039	11.23514703
1040	11.23478367
1041	11.2342422
1042	11.23350974
1043	11.23243845
1044	11.23128364
1045	11.23085718
1046	11.23029804
1047	11.22854955
1048	11.22787838
1049	11.2274608
1050	11.22720278
1051	11.22680225
1052	11.22581949
1053	11.22552695
1054	11.22434672
1055	11.22428445
1056	11.22394496
1057	11.22342302
1058	11.22318551
1059	11.22281699
1060	11.22181148
1061	11.22083961
1062	11.22056964
1063	11.22023755
1064	11.21880893
1065	11.21860377
1066	11.21842542
1067	11.21792038
1068	11.21731513
1069	11.21657172
1070	11.21597318
1071	11.21529455
1072	11.21512007
1073	11.21476239
1074	11.2143108
1075	11.21385004
1076	11.21332846
1077	11.21135555
1078	11.20873699
1079	11.20864397
1080	11.20823045
1081	11.2055831
1082	11.20529004
1083	11.20456518
1084	11.20417376
1085	11.20251445
1086	11.20011667
1087	11.19967743
1088	11.19896519
1089	11.19850541
1090	11.1980191
1091	11.19740283
1092	11.19381819
1093	11.19296408
1094	11.19294512
1095	11.19268812
1096	11.19265302
1097	11.19247371
1098	11.19241646
1099	11.19226868
1100	11.19188359
1101	11.19144595
1102	11.19090182
1103	11.19015773
1104	11.18732177
1105	11.18689643
1106	11.18677967
1107	11.18651209
1108	11.18569979
1109	11.18533394
1110	11.18457229
1111	11.18252472
1112	11.18232153
1113	11.18063446
1114	11.18055227
1115	11.17942877
1116	11.17874577
1117	11.17693021
1118	11.17686136
1119	11.17673337
1120	11.17643981
1121	11.1761321
1122	11.17586925
1123	11.17502714
1124	11.17266768
1125	11.17235602
1126	11.17172846
1127	11.17113892
1128	11.17078895
1129	11.17063137
1130	11.17005581
1131	11.16852106
1132	11.16829185
1133	11.16520166
1134	11.16452582
1135	11.16219561
1136	11.16076673
1137	11.1600539
1138	11.15996504
1139	11.15905673
1140	11.15890624
1141	11.15836048
1142	11.15751468
1143	11.15734868
1144	11.15603962
1145	11.15454311
1146	11.15315254
1147	11.1526432
1148	11.15233055
1149	11.15217141
1150	11.15157992
1151	11.15110276
1152	11.15069729
1153	11.15050937
1154	11.15020688
1155	11.14944116
1156	11.14914298
1157	11.14905387
1158	11.14889438
1159	11.14828522
1160	11.14811227
1161	11.14777976
1162	11.14753621
1163	11.14715243
1164	11.14662104
1165	11.14540163
1166	11.1449841
1167	11.14347095
1168	11.14336277
1169	11.14322766
1170	11.14120376
1171	11.14075861
1172	11.13964979
1173	11.13940156
1174	11.13909656
1175	11.13905093
1176	11.13890625
1177	11.13856005
1178	11.13809604
1179	11.13791593
1180	11.1374766
1181	11.13726458
1182	11.13682915
1183	11.13646359
1184	11.13465164
1185	11.13459856
1186	11.13364317
1187	11.13348402
1188	11.13336189
1189	11.13324382
1190	11.13283244
1191	11.13269923
1192	11.13234296
1193	11.13189653
1194	11.13176778
1195	11.1316547
1196	11.13132609
1197	11.1303697
1198	11.13028006
1199	11.13020205
1200	11.12803355
1201	11.12752734
1202	11.1273314
1203	11.1255696
1204	11.12527633
1205	11.12485535
1206	11.12358854
1207	11.12339255
1208	11.123351
1209	11.12295897
1210	11.12268485
1211	11.12186759
1212	11.12085331
1213	11.11976089
1214	11.11962365
1215	11.11803282
1216	11.11746808
1217	11.11711321
1218	11.11668682
1219	11.11645419
1220	11.11421399
1221	11.11405741
1222	11.11257628
1223	11.11239342
1224	11.11208235
1225	11.11093835
1226	11.11008298
1227	11.1098973
1228	11.10974241
1229	11.10850083
1230	11.10795843
1231	11.10756189
1232	11.10687019
1233	11.10620211
1234	11.10494003
1235	11.10482835
1236	11.10420987
1237	11.10404337
1238	11.10373975
1239	11.10348778
1240	11.10217549
1241	11.10145663
1242	11.10122162
1243	11.10066808
1244	11.09909639
1245	11.09859857
1246	11.09822466
1247	11.09784511
1248	11.09738382
1249	11.09707178
1250	11.09594382
1251	11.09553476
1252	11.09423264
1253	11.09399256
1254	11.09330695
1255	11.09278091
1256	11.09099964
1257	11.09039879
1258	11.09003336
1259	11.08991542
1260	11.08926408
1261	11.08874184
1262	11.08711297
1263	11.08681949
1264	11.08561587
1265	11.083795
1266	11.08370697
1267	11.08356872
1268	11.08332545
1269	11.08317121
1270	11.08201044
1271	11.08157449
1272	11.0811797
1273	11.07936108
1274	11.07869552
1275	11.07805654
1276	11.07786603
1277	11.07764469
1278	11.07718911
1279	11.07629141
1280	11.07584439
1281	11.07580663
1282	11.07504136
1283	11.07474542
1284	11.07389711
1285	11.07290266
1286	11.07275541
1287	11.070554
1288	11.07020871
1289	11.07004912
1290	11.06992619
1291	11.0696063
1292	11.06835113
1293	11.0682112
1294	11.06788279
1295	11.06711613
1296	11.06678226
1297	11.06650342
1298	11.06576436
1299	11.06510204
1300	11.06504421
1301	11.06470804
1302	11.06446028
1303	11.0637322
1304	11.06241763
1305	11.06158218
1306	11.06127005
1307	11.06108098
1308	11.06087947
1309	11.06063749
1310	11.05992222
1311	11.05978377
1312	11.05953169
1313	11.05934368
1314	11.05867708
1315	11.05841621
1316	11.0573421
1317	11.05618383
1318	11.05582011
1319	11.05570792
1320	11.05454709
1321	11.05407392
1322	11.05262821
1323	11.05207605
1324	11.0517871
1325	11.05165036
1326	11.05066288
1327	11.05046245
1328	11.04943358
1329	11.04907853
1330	11.04784242
1331	11.04754817
1332	11.04717409
1333	11.04708868
1334	11.0469561
1335	11.0465419
1336	11.04622314
1337	11.04609591
1338	11.04519375
1339	11.04358544
1340	11.04323153
1341	11.0431085
1342	11.04290259
1343	11.04282244
1344	11.04268064
1345	11.04243896
1346	11.04203437
1347	11.04156303
1348	11.04138318
1349	11.04112552
1350	11.04088285
1351	11.04076077
1352	11.04042192
1353	11.03870525
1354	11.03630103
1355	11.0359981
1356	11.03551174
1357	11.03518414
1358	11.03481497
1359	11.03466376
1360	11.03423737
1361	11.03391169
1362	11.033496
1363	11.03236731
1364	11.03108825
1365	11.03060855
1366	11.03029299
1367	11.03021128
1368	11.02906014
1369	11.0277575
1370	11.02687066
1371	11.02455992
1372	11.02436657
1373	11.02344804
1374	11.02259394
1375	11.02244083
1376	11.02238295
1377	11.02203945
1378	11.02197589
1379	11.0217842
1380	11.02148962
1381	11.02124169
1382	11.02051933
1383	11.02026937
1384	11.01968618
1385	11.01958413
1386	11.01821631
1387	11.01809591
1388	11.01766581
1389	11.01735889
1390	11.01696774
1391	11.01676931
1392	11.01603313
1393	11.01592097
1394	11.01488738
1395	11.01429428
1396	11.01412688
1397	11.01397127
1398	11.01371595
1399	11.01362815
1400	11.01345569
1401	11.01298703
1402	11.01096564
1403	11.0105438
1404	11.01045433
1405	11.01010942
1406	11.00951224
1407	11.00927139
1408	11.00925568
1409	11.00877926
1410	11.00726131
1411	11.00712743
1412	11.00697221
1413	11.00669029
1414	11.00646853
1415	11.00593968
1416	11.00559983
1417	11.00540897
1418	11.00471058
1419	11.00319468
1420	11.00314812
1421	11.00263003
1422	11.00238436
1423	11.00136014
1424	11.00085947
1425	11.00022441
1426	10.99990273
1427	10.99967145
1428	10.99956059
1429	10.99940005
1430	10.99908644
1431	10.99876245
1432	10.99869298
1433	10.99821169
1434	10.99774987
1435	10.99740024
1436	10.99537493
1437	10.99525297
1438	10.99476765
1439	10.99459272
1440	10.9941115
1441	10.99385059
1442	10.99380735
1443	10.99371664
1444	10.99329387
1445	10.99286448
1446	10.99218681
1447	10.99172124
1448	10.99140678
1449	10.99111709
1450	10.98921049
1451	10.98880407
1452	10.9877803
1453	10.98747796
1454	10.98631373
1455	10.98580442
1456	10.98565509
1457	10.98436532
1458	10.98422062
1459	10.98405475
1460	10.98358453
1461	10.98273188
1462	10.98268203
1463	10.9825188
1464	10.9824753
1465	10.98163208
1466	10.98095405
1467	10.98083895
1468	10.98029729
1469	10.9801198
1470	10.97947031
1471	10.97917834
1472	10.97902962
1473	10.97811718
1474	10.97718989
1475	10.97689719
1476	10.97684987
1477	10.97671539
1478	10.97664315
1479	10.97637395
1480	10.97596399
1481	10.97343903
1482	10.97288676
1483	10.97238939
1484	10.97179808
1485	10.97135605
1486	10.97018719
1487	10.96964634
1488	10.96934573
1489	10.96880952
1490	10.96874094
1491	10.9685725
1492	10.96829293
1493	10.96812805
1494	10.96782229
1495	10.96709462
1496	10.96632169
1497	10.96621598
1498	10.96465667
1499	10.96433002
1500	10.96391868
1501	10.96239612
1502	10.96229947
1503	10.96066408
1504	10.95941385
1505	10.95926583
1506	10.95737391
1507	10.95604468
1508	10.9559153
1509	10.95471039
1510	10.95358432
1511	10.95327472
1512	10.95316177
1513	10.95301572
1514	10.9525388
1515	10.95231345
1516	10.95097052
1517	10.95086122
1518	10.94997404
1519	10.94933108
1520	10.94919689
1521	10.94671557
1522	10.94635018
1523	10.94510578
1524	10.9444145
1525	10.94224477
1526	10.94213255
1527	10.94188827
1528	10.9414186
1529	10.94034389
1530	10.9400148
1531	10.93911514
1532	10.93855447
1533	10.93655613
1534	10.93576608
1535	10.9356496
1536	10.93504001
1537	10.93441128
1538	10.93283286
1539	10.93182222
1540	10.93168707
1541	10.93137304
1542	10.93050729
1543	10.92993918
1544	10.929604
1545	10.92955562
1546	10.92920562
1547	10.92913043
1548	10.92881653
1549	10.92860233
1550	10.92830815
1551	10.92778956
1552	10.92741317
1553	10.92608105
1554	10.92584745
1555	10.92582104
1556	10.92551676
1557	10.92548638
1558	10.92521776
1559	10.9223294
1560	10.9221854
1561	10.92193552
1562	10.92154223
1563	10.92131104
1564	10.91955058
1565	10.91925779
1566	10.91912302
1567	10.91887795
1568	10.91877316
1569	10.91797244
1570	10.91772796
1571	10.91763029
1572	10.91714762
1573	10.9167817
1574	10.91527699
1575	10.91345584
1576	10.91337044
1577	10.91179726
1578	10.91081096
1579	10.91070218
1580	10.90940338
1581	10.90880102
1582	10.9086312
1583	10.90747902
1584	10.90732926
1585	10.9070798
1586	10.90663152
1587	10.90498118
1588	10.90477996
1589	10.90468331
1590	10.90465046
1591	10.90444461
1592	10.90298405
1593	10.9024493
1594	10.9021041
1595	10.90186396
1596	10.90133722
1597	10.90075008
1598	10.90037306
1599	10.90018615
1600	10.89909984
1601	10.89870003
1602	10.89830927
1603	10.89792001
1604	10.89741219
1605	10.89727758
1606	10.89664594
1607	10.89647349
1608	10.89618055
1609	10.89533199
1610	10.89350055
1611	10.89301221
1612	10.89229974
1613	10.8922378
1614	10.89161569
1615	10.89116137
1616	10.89093821
1617	10.8903105
1618	10.88969109
1619	10.88904726
1620	10.88884035
1621	10.88832532
1622	10.88811526
1623	10.88762659
1624	10.88691657
1625	10.88621603
1626	10.88615559
1627	10.88583615
1628	10.88543175
1629	10.88501434
1630	10.88444379
1631	10.88423747
1632	10.88369543
1633	10.88292995
1634	10.88243731
1635	10.88088631
1636	10.88071495
1637	10.88017739
1638	10.88012533
1639	10.88008549
1640	10.87956122
1641	10.87943886
1642	10.87800762
1643	10.87721043
1644	10.87653673
1645	10.87605234
1646	10.87574656
1647	10.87561637
1648	10.87538335
1649	10.87531445
1650	10.87505797
1651	10.8749858
1652	10.87451552
1653	10.87401118
1654	10.8739629
1655	10.87393424
1656	10.87379004
1657	10.87358748
1658	10.87334195
1659	10.87199575
1660	10.87143899
1661	10.87115306
1662	10.87101315
1663	10.87063646
1664	10.87033702
1665	10.86932252
