iter	Passed	Remaining
1661	78027	15868
1662	78077	15821
1663	78117	15773
1664	78160	15725
1665	78238	15685
1666	78289	15639
1667	78360	15596
1668	78407	15549
1669	78528	15517
1670	78571	15469
1671	78599	15419
1672	78646	15372
1673	78689	15324
1674	78723	15274
1675	78772	15228
1676	78848	15186
1677	78903	15141
1678	78956	15095
1679	79012	15049
1680	79053	15001
1681	79103	14955
1682	79163	14910
1683	79229	14867
1684	79279	14820
1685	79339	14776
1686	79389	14729
1687	79438	14682
1688	79494	14637
1689	79540	14590
1690	79589	14543
1691	79632	14495
1692	79678	14448
1693	79720	14400
1694	79761	14352
1695	79802	14304
1696	79838	14255
1697	79889	14208
1698	79943	14163
1699	79988	14115
1700	80029	14067
1701	80098	14024
1702	80142	13976
1703	80182	13928
1704	80230	13881
1705	80311	13840
1706	80344	13790
1707	80408	13746
1708	80461	13700
1709	80508	13653
1710	80564	13607
1711	80621	13562
1712	80663	13514
1713	80724	13469
1714	80789	13425
1715	80844	13379
1716	80887	13331
1717	80925	13283
1718	80959	13234
1719	81017	13188
1720	81064	13141
1721	81117	13095
1722	81161	13047
1723	81216	13002
1724	81269	12956
1725	81310	12907
1726	81352	12860
1727	81415	12815
1728	81459	12767
1729	81503	12720
1730	81541	12671
1731	81621	12629
1732	81682	12584
1733	81753	12541
1734	81793	12492
1735	81856	12448
1736	81892	12399
1737	81935	12351
1738	81967	12302
1739	82006	12253
1740	82055	12206
1741	82093	12158
1742	82135	12110
1743	82178	12062
1744	82219	12014
1745	82257	11966
1746	82305	11919
1747	82352	11872
1748	82401	11825
1749	82467	11781
1750	82515	11734
1751	82559	11686
1752	82600	11638
1753	82638	11590
1754	82670	11540
1755	82749	11498
1756	82784	11449
1757	82826	11401
1758	82867	11353
1759	82913	11306
1760	82954	11258
1761	82993	11210
1762	83047	11164
1763	83090	11116
1764	83145	11070
1765	83186	11022
1766	83237	10975
1767	83285	10928
1768	83322	10880
1769	83374	10833
1770	83433	10788
1771	83465	10739
1772	83514	10692
1773	83560	10645
1774	83606	10598
1775	83650	10550
1776	83692	10502
1777	83747	10456
1778	83803	10410
1779	83839	10362
1780	83901	10316
1781	83961	10271
1782	84016	10225
1783	84059	10177
1784	84139	10134
1785	84181	10086
1786	84229	10039
1787	84284	9993
1788	84367	9950
1789	84414	9903
1790	84471	9857
1791	84532	9811
1792	84584	9765
1793	84646	9719
1794	84678	9670
1795	84706	9621
1796	84756	9574
1797	84808	9527
1798	84852	9480
1799	84919	9435
1800	84964	9388
1801	85024	9342
1802	85070	9294
1803	85106	9246
1804	85151	9199
1805	85223	9154
1806	85284	9108
1807	85347	9063
1808	85412	9018
1809	85432	8968
1810	85497	8922
1811	85563	8877
1812	85619	8831
1813	85670	8784
1814	85742	8739
1815	85790	8692
1816	85852	8646
1817	85890	8598
1818	85928	8550
1819	85977	8503
1820	86039	8457
1821	86089	8410
1822	86138	8363
1823	86200	8317
1824	86248	8270
1825	86293	8222
1826	86346	8176
1827	86391	8128
1828	86445	8082
1829	86485	8034
1830	86530	7986
1831	86580	7939
1832	86630	7892
1833	86683	7845
1834	86718	7797
1835	86778	7751
1836	86812	7702
1837	86871	7656
1838	86909	7608
1839	86986	7564
1840	87021	7515
1841	87075	7469
1842	87139	7423
1843	87182	7375
1844	87253	7330
1845	87319	7284
1846	87384	7238
1847	87413	7189
1848	87471	7143
1849	87520	7096
1850	87567	7048
1851	87608	7001
1852	87657	6953
1853	87713	6907
1854	87748	6859
1855	87799	6812
1856	87841	6764
1857	87898	6717
1858	87942	6670
1859	87973	6621
1860	88008	6573
1861	88037	6524
1862	88074	6476
1863	88122	6429
1864	88156	6381
1865	88210	6334
1866	88262	6287
1867	88319	6240
1868	88376	6194
1869	88417	6146
1870	88461	6099
1871	88521	6052
1872	88553	6004
1873	88583	5956
1874	88613	5907
1875	88655	5859
1876	88707	5812
1877	88763	5766
1878	88804	5718
1879	88861	5672
1880	88903	5624
1881	88983	5579
1882	89027	5531
1883	89082	5484
1884	89121	5437
1885	89172	5390
1886	89241	5344
1887	89318	5298
1888	89377	5251
1889	89432	5205
1890	89480	5157
1891	89530	5110
1892	89574	5063
1893	89636	5016
1894	89675	4968
1895	89723	4921
1896	89774	4874
1897	89834	4827
1898	89881	4780
1899	89934	4733
1900	90006	4687
1901	90055	4640
1902	90110	4593
1903	90159	4545
1904	90194	4497
1905	90229	4449
1906	90278	4402
1907	90318	4354
1908	90362	4307
1909	90393	4259
1910	90449	4212
1911	90505	4165
1912	90546	4117
1913	90588	4070
1914	90613	4022
1915	90654	3974
1916	90741	3928
1917	90800	3881
1918	90850	3834
1919	90908	3787
1920	90948	3740
1921	91007	3693
1922	91044	3645
1923	91109	3598
1924	91152	3551
1925	91190	3503
1926	91247	3456
1927	91313	3410
1928	91370	3363
1929	91421	3315
1930	91490	3269
1931	91552	3222
1932	91596	3174
1933	91642	3127
1934	91705	3080
1935	91809	3035
1936	91866	2987
1937	91910	2940
1938	91973	2893
1939	92027	2846
1940	92096	2799
1941	92144	2751
1942	92191	2704
1943	92225	2656
1944	92280	2609
1945	92361	2562
1946	92435	2516
1947	92476	2468
1948	92511	2420
1949	92553	2373
1950	92592	2325
1951	92633	2277
1952	92671	2230
1953	92719	2182
1954	92772	2135
1955	92818	2087
1956	92857	2040
1957	92921	1993
1958	92968	1945
1959	93028	1898
1960	93076	1851
1961	93160	1804
1962	93203	1756
1963	93257	1709
1964	93294	1661
1965	93351	1614
1966	93396	1566
1967	93447	1519
1968	93478	1471
1969	93529	1424
1970	93573	1376
1971	93612	1329
1972	93648	1281
1973	93697	1234
1974	93767	1186
1975	93847	1139
1976	93892	1092
1977	93958	1045
1978	94002	997
1979	94062	950
1980	94100	902
1981	94143	854
1982	94184	807
1983	94249	760
1984	94314	712
1985	94387	665
1986	94450	617
1987	94486	570
1988	94589	523
1989	94651	475
1990	94697	428
1991	94722	380
1992	94791	332
1993	94831	285
1994	94870	237
1995	94907	190
1996	94954	142
1997	95012	95
1998	95068	47
1999	95125	0
